Edad,Ingreso_Anual,Puntuacion_Gasto,Indice_Ahorro,Historial_Credito,target_column
40,92747,30,19348,0.76,Premium
40,75914,1,23403,0.85,Estándar
59,105493,58,22659,0.72,Estándar
33,60686,79,10060,0.77,Estándar
33,74700,23,21046,0.6,Estándar
49,95876,76,17686,0.84,Premium
41,74011,100,13389,0.83,Estándar
52,106009,41,23072,0.5,Bajo Perfil
32,78977,14,16192,0.74,Estándar
42,80000,21,20004,0.74,Estándar
39,82640,52,19145,0.6,Estándar
35,71813,77,19050,0.56,Estándar
24,53404,35,10367,0.87,Estándar
34,74047,11,16334,0.79,Estándar
33,85962,6,19210,0.78,Premium
55,99965,99,17220,0.84,Premium
46,92262,42,20357,0.6,Estándar
45,91471,93,20626,0.72,Estándar
37,69438,92,14959,0.65,Estándar
29,58022,84,9787,0.73,Estándar
42,88498,9,23616,0.82,Premium
57,115265,30,24610,0.58,Estándar
29,79448,69,13826,0.89,Estándar
45,96444,83,18913,0.96,Premium
34,66028,54,15048,0.63,Estándar
39,83762,88,14077,0.53,Estándar
38,76422,98,19326,0.9,Estándar
45,78948,5,20946,0.59,Estándar
38,74102,94,12906,0.59,Estándar
33,70545,21,16954,0.62,Estándar
21,63751,61,15810,0.61,Estándar
42,87625,96,18190,0.79,Premium
47,83708,7,20897,0.57,Estándar
40,86414,11,20281,0.55,Estándar
39,92769,39,22521,0.62,Estándar
57,107938,73,20148,0.58,Estándar
59,110831,43,27609,1.0,Premium
52,94617,94,17545,0.66,Estándar
44,87619,87,19719,1.0,Premium
41,76586,86,14624,0.72,Estándar
27,57565,81,11054,0.73,Estándar
17,48239,48,13427,0.52,Estándar
56,106440,36,25231,0.94,Premium
41,84922,50,19908,0.7,Estándar
80,141073,83,28516,0.64,Estándar
32,60105,69,14142,0.7,Estándar
45,98019,13,22493,0.85,Premium
52,94184,72,17393,0.81,Premium
32,61244,20,14195,0.8,Estándar
36,64479,55,14845,0.68,Estándar
37,75783,2,19475,0.85,Estándar
35,55988,40,12942,0.65,Estándar
44,66179,30,16601,0.73,Estándar
40,94500,96,18384,0.65,Estándar
15,32752,51,10439,0.57,Bajo Perfil
41,74845,26,17843,0.71,Estándar
44,83153,50,19529,0.64,Estándar
39,79642,21,16905,0.73,Estándar
59,108154,19,25146,0.74,Estándar
44,86313,10,22501,0.6,Estándar
40,60460,46,11345,0.64,Estándar
50,107625,5,27064,0.86,Premium
67,114697,1,28013,0.55,Estándar
38,84694,94,21133,0.7,Estándar
52,86975,9,19845,0.71,Estándar
62,119276,34,26350,0.88,Premium
37,72839,40,20789,0.58,Estándar
25,53921,73,12522,0.84,Estándar
45,91975,37,22127,0.46,Bajo Perfil
56,110205,19,25987,0.59,Estándar
36,75296,90,15930,0.86,Estándar
53,101761,93,23526,0.6,Estándar
29,71983,86,18273,0.85,Estándar
37,67421,33,16624,1.0,Estándar
38,86869,67,20798,0.83,Premium
38,91106,91,17348,0.75,Premium
29,57131,31,18005,0.59,Estándar
35,57751,26,13886,0.8,Estándar
16,53159,38,13001,0.75,Estándar
48,77016,94,14020,0.63,Estándar
40,70847,78,18005,0.7,Estándar
53,83116,63,20557,0.56,Estándar
38,77397,38,16552,0.84,Estándar
18,36284,74,7392,0.73,Bajo Perfil
43,86693,36,18939,0.6,Estándar
32,74985,71,13556,0.67,Estándar
52,101659,15,26768,0.88,Premium
37,80322,78,18484,0.59,Estándar
64,116531,47,24042,0.32,Bajo Perfil
29,71315,35,17169,0.42,Bajo Perfil
42,83589,92,16591,0.65,Estándar
47,94430,60,22353,0.66,Estándar
36,70757,86,14742,0.57,Estándar
24,48696,34,14536,0.64,Estándar
37,90362,92,15106,0.71,Estándar
18,49011,73,12925,0.63,Estándar
31,69476,93,14008,0.68,Estándar
37,78890,29,20229,0.46,Bajo Perfil
52,97420,56,22434,0.9,Premium
43,79555,80,19404,0.84,Estándar
35,59531,21,15711,0.69,Estándar
34,69114,38,14535,0.59,Estándar
33,60595,43,13316,0.58,Estándar
51,93018,55,19980,0.71,Estándar
22,57158,4,15661,1.0,Estándar
29,54044,51,13064,0.6,Estándar
22,34359,21,7923,0.9,Bajo Perfil
47,81579,43,21730,0.67,Estándar
58,105833,92,24975,1.0,Premium
46,101906,35,24184,0.68,Estándar
47,102719,99,20115,0.61,Estándar
33,89179,1,25120,0.8,Premium
45,79135,36,20328,0.69,Estándar
30,50434,35,13414,0.85,Estándar
33,69932,42,18863,0.83,Estándar
39,78518,79,17882,0.48,Bajo Perfil
40,97274,33,19913,0.69,Estándar
61,101764,78,21294,0.54,Estándar
50,94715,39,23591,0.87,Premium
41,94884,39,22762,0.64,Estándar
60,117554,24,29013,0.54,Estándar
68,115052,51,25279,0.61,Estándar
40,79921,2,22140,0.57,Estándar
44,87041,2,22695,0.82,Premium
25,48794,17,12980,0.9,Estándar
41,80233,14,20540,0.94,Estándar
31,71967,24,22023,0.75,Estándar
17,44825,51,9078,0.66,Bajo Perfil
51,109318,17,25581,0.47,Bajo Perfil
41,87106,14,22062,0.87,Premium
29,64291,85,15256,0.92,Estándar
18,44824,88,9199,0.73,Bajo Perfil
32,84949,48,21388,0.67,Estándar
31,60475,74,11825,0.83,Estándar
38,77799,63,17090,0.82,Estándar
19,36790,100,6238,0.6,Bajo Perfil
45,96500,78,21665,0.84,Premium
47,86647,29,20092,0.74,Estándar
24,63742,25,20342,0.88,Estándar
19,40417,81,10437,0.74,Bajo Perfil
52,79133,56,15027,0.68,Estándar
38,87661,77,18802,0.71,Estándar
47,91508,81,20747,0.73,Estándar
41,92004,8,21100,0.96,Premium
38,82246,96,18233,0.7,Estándar
52,98059,55,23569,0.71,Estándar
50,91600,43,19369,0.83,Premium
44,85623,56,20294,0.65,Estándar
45,87364,12,19397,0.55,Estándar
34,63782,54,16753,1.0,Estándar
46,94085,42,20425,0.8,Premium
58,96789,84,19749,0.67,Estándar
52,111285,30,26871,0.62,Estándar
17,47946,20,14847,0.43,Bajo Perfil
45,75827,5,16614,0.72,Estándar
46,88184,58,20181,0.58,Estándar
53,104529,19,28614,0.72,Estándar
54,98151,24,20007,0.56,Estándar
45,87670,60,17722,0.69,Estándar
25,49427,60,8803,0.98,Estándar
38,59217,85,9596,0.71,Estándar
30,71279,62,16936,0.53,Estándar
26,56987,62,14167,0.62,Estándar
56,104287,57,23887,0.79,Premium
34,53190,79,11795,0.76,Estándar
63,111423,19,28104,0.79,Premium
35,70398,66,15996,0.76,Estándar
31,65233,67,16401,0.85,Estándar
47,88744,99,19480,0.85,Premium
39,78379,29,21438,0.67,Estándar
43,90176,26,17600,0.93,Premium
33,77043,22,20548,0.46,Bajo Perfil
33,69576,99,17196,1.0,Estándar
34,74059,14,18009,0.64,Estándar
27,71581,100,12345,0.76,Estándar
51,104525,25,24400,0.65,Estándar
42,86956,45,24574,0.84,Premium
41,68561,43,16659,0.76,Estándar
47,89029,74,15767,0.67,Estándar
44,75285,64,21638,0.76,Estándar
67,109032,11,27786,0.52,Estándar
45,99942,29,24637,0.71,Estándar
15,33502,97,5550,1.0,Bajo Perfil
34,55355,71,14684,0.72,Estándar
28,65378,8,19196,0.57,Estándar
45,101829,76,24804,0.76,Premium
35,70710,36,17989,0.81,Estándar
46,88388,12,23322,0.41,Bajo Perfil
31,66317,94,13709,0.58,Estándar
42,93558,12,23817,0.76,Premium
33,65059,34,19676,0.76,Estándar
35,72717,60,15447,0.74,Estándar
42,74484,33,15637,0.49,Bajo Perfil
45,86603,30,17364,0.73,Estándar
57,112553,9,24454,0.69,Estándar
53,99761,57,22341,0.73,Estándar
51,107800,46,24416,0.63,Estándar
45,91139,94,17687,0.74,Estándar
34,80363,71,17117,0.85,Estándar
47,81092,6,22660,0.61,Estándar
54,92737,86,20216,0.66,Estándar
54,104301,55,25324,0.8,Premium
40,73832,71,14618,0.9,Estándar
35,76393,14,18143,0.64,Estándar
49,97887,60,24149,0.77,Premium
10,47482,35,12311,0.53,Estándar
59,96274,42,23584,0.67,Estándar
54,92510,30,20823,0.84,Premium
36,80313,98,16521,0.72,Estándar
36,67837,46,15819,0.37,Bajo Perfil
64,131968,26,34219,0.69,Estándar
27,72520,85,15543,0.66,Estándar
36,71855,100,16076,0.62,Estándar
61,125274,12,27660,0.78,Premium
27,68928,57,16909,0.83,Estándar
41,96583,38,22586,0.74,Estándar
37,69361,27,17667,0.9,Estándar
64,112299,94,20752,0.65,Estándar
33,66635,86,15010,0.53,Estándar
23,54241,82,8344,0.45,Bajo Perfil
42,88961,42,22844,0.63,Estándar
33,81273,94,22646,0.53,Estándar
47,83682,57,20968,0.54,Estándar
45,86423,65,21350,0.82,Premium
25,59610,92,13647,0.71,Estándar
62,106153,56,22271,0.46,Bajo Perfil
32,78485,2,19090,0.72,Estándar
33,46912,21,12859,0.71,Estándar
46,102128,98,23251,0.66,Estándar
59,87153,70,20393,0.38,Bajo Perfil
24,71387,40,16007,0.6,Estándar
34,76554,60,19438,0.66,Estándar
51,107584,35,25255,0.62,Estándar
33,72762,33,18852,0.59,Estándar
41,77166,87,12606,0.71,Estándar
35,71083,90,15203,0.97,Estándar
45,86000,35,21738,0.7,Estándar
25,69365,96,9393,0.55,Estándar
43,79294,95,12789,0.69,Estándar
45,92244,37,21628,0.55,Estándar
48,91828,16,24091,0.95,Premium
33,61579,86,11719,0.79,Estándar
57,116822,48,26164,0.52,Estándar
14,35204,43,9635,0.56,Bajo Perfil
32,59628,6,14567,0.89,Estándar
69,126194,68,28797,0.74,Estándar
40,86992,22,24700,0.52,Estándar
53,91636,42,23258,0.69,Estándar
42,92572,78,21110,0.94,Premium
60,104301,21,26057,0.75,Premium
37,62384,90,12224,0.72,Estándar
42,77162,92,15238,0.73,Estándar
50,90929,21,21417,0.7,Estándar
58,116097,90,24883,0.92,Premium
17,52755,46,12723,0.85,Estándar
46,84337,57,21375,0.51,Estándar
29,56465,27,11810,0.93,Estándar
39,80208,93,15315,0.32,Bajo Perfil
33,71630,71,18585,0.77,Estándar
13,40450,47,9290,0.57,Bajo Perfil
52,90679,43,22432,0.67,Estándar
24,71272,4,19444,0.55,Estándar
39,82179,37,15184,0.71,Estándar
38,88798,99,21079,0.72,Estándar
30,68618,85,15676,0.63,Estándar
47,90412,8,22772,0.99,Premium
35,72838,63,19499,0.79,Estándar
31,72195,12,21665,0.58,Estándar
22,55728,16,17543,0.68,Estándar
28,68894,80,8978,0.69,Estándar
45,72748,18,22102,0.79,Estándar
16,38315,92,5519,0.51,Bajo Perfil
60,101079,40,21635,0.77,Premium
38,78480,15,20729,0.72,Estándar
29,74084,35,14797,0.8,Estándar
47,97057,5,23397,0.95,Premium
34,59958,59,13902,0.93,Estándar
50,107105,89,22157,0.7,Estándar
27,54681,79,15342,0.69,Estándar
28,63785,40,19618,0.62,Estándar
47,87157,100,16705,0.71,Estándar
54,99849,67,23143,0.82,Premium
42,80558,51,20859,0.83,Estándar
42,85022,26,18371,0.42,Bajo Perfil
29,50451,43,14587,0.51,Estándar
33,56346,13,15615,1.0,Estándar
32,74655,5,18903,0.77,Estándar
55,113265,3,26435,0.93,Premium
56,97960,48,18672,0.92,Premium
46,90089,60,20366,0.62,Estándar
64,124016,90,28503,0.81,Premium
47,84876,56,17451,0.33,Bajo Perfil
54,112172,19,25639,0.67,Estándar
37,83264,19,22632,0.61,Estándar
38,73571,7,23488,0.65,Estándar
38,76778,89,15996,0.64,Estándar
28,72463,80,16436,0.93,Estándar
34,58559,62,13859,0.74,Estándar
43,74759,49,17496,0.62,Estándar
32,77084,98,17722,0.68,Estándar
46,77940,81,17982,0.69,Estándar
31,65696,70,17193,0.63,Estándar
30,67458,5,18406,0.94,Estándar
40,74150,4,18822,0.82,Estándar
15,31554,60,10686,0.58,Bajo Perfil
52,107109,86,22701,0.86,Premium
48,80216,77,17603,0.74,Estándar
49,92987,36,19550,0.73,Estándar
48,93710,85,15952,0.68,Estándar
38,93626,11,23446,0.91,Premium
42,79371,70,18034,0.75,Estándar
44,90438,81,19337,0.87,Premium
22,58601,47,12031,0.63,Estándar
42,83039,26,22598,0.71,Estándar
35,74526,93,15739,0.71,Estándar
62,112799,54,28383,0.66,Estándar
37,75927,97,15510,0.8,Estándar
38,88936,45,20895,0.75,Estándar
25,39414,19,13104,0.64,Bajo Perfil
35,63552,24,12328,0.73,Estándar
14,41200,49,11636,0.68,Bajo Perfil
62,107389,7,25135,0.48,Bajo Perfil
47,89231,86,19745,0.73,Estándar
35,65370,65,12213,0.66,Estándar
46,85803,37,22573,0.75,Premium
28,58541,59,14690,0.35,Bajo Perfil
37,76811,5,19130,0.87,Estándar
26,52151,63,13540,0.57,Estándar
21,46044,28,9089,0.59,Estándar
49,93180,77,19676,0.82,Premium
38,78865,35,20224,0.62,Estándar
19,52246,78,10038,1.0,Estándar
30,65251,68,15072,0.69,Estándar
55,101185,23,24343,0.31,Bajo Perfil
31,67347,48,14513,0.44,Bajo Perfil
47,82596,29,19924,0.55,Estándar
31,70209,12,19973,0.52,Estándar
42,78632,44,20706,0.78,Estándar
46,95806,95,18431,0.82,Premium
32,68805,87,9943,0.71,Estándar
38,66146,38,15432,0.64,Estándar
43,69998,18,19815,0.8,Estándar
33,68245,76,15288,0.78,Estándar
37,71388,23,15126,0.53,Estándar
28,74978,84,14482,0.77,Estándar
41,88589,42,21138,0.62,Estándar
52,85760,35,18150,0.77,Premium
26,60989,21,18875,0.62,Estándar
31,59009,64,10967,0.77,Estándar
15,47742,48,12616,0.57,Estándar
46,97633,6,22494,0.56,Estándar
20,34870,11,13868,0.77,Bajo Perfil
46,91116,97,19415,0.29,Bajo Perfil
46,76534,84,12855,0.59,Estándar
50,81261,65,18707,0.62,Estándar
44,92103,61,19578,0.34,Bajo Perfil
21,50719,9,14972,0.85,Estándar
38,75854,50,19213,0.55,Estándar
42,95473,58,22810,0.7,Estándar
46,86829,19,24558,0.73,Estándar
46,82691,98,14768,0.56,Estándar
34,66953,63,12932,0.73,Estándar
38,80246,92,15362,0.7,Estándar
38,68522,42,12540,0.61,Estándar
24,53979,82,12540,0.42,Bajo Perfil
28,69714,5,20132,0.44,Bajo Perfil
39,65726,55,14843,0.79,Estándar
29,50368,81,12948,0.38,Bajo Perfil
22,50286,77,11871,0.73,Estándar
21,56934,1,13922,0.77,Estándar
48,103848,92,21732,0.29,Bajo Perfil
44,79670,74,15889,0.96,Estándar
41,77692,40,20466,0.86,Estándar
36,75898,13,22277,0.8,Estándar
33,72392,59,16654,0.62,Estándar
15,36993,48,9712,0.81,Bajo Perfil
47,95310,51,21577,0.77,Premium
35,68052,18,15131,0.92,Estándar
47,89437,42,18152,0.83,Premium
28,57632,34,15952,0.88,Estándar
59,112602,78,22859,0.65,Estándar
42,92536,41,22866,0.97,Premium
38,76320,82,17020,0.59,Estándar
27,54881,13,19951,0.68,Estándar
41,91383,6,22937,0.61,Estándar
47,77952,92,15990,0.55,Estándar
13,49044,31,15861,0.83,Estándar
38,83825,76,14688,1.0,Estándar
38,74365,5,17962,0.59,Estándar
45,76410,83,15756,0.59,Estándar
19,40537,74,9910,0.9,Bajo Perfil
49,97824,92,18910,0.48,Bajo Perfil
48,88131,29,18561,0.91,Premium
49,96445,9,25649,0.66,Estándar
32,60946,40,10140,0.66,Estándar
53,90466,28,23332,0.72,Estándar
30,58561,36,13333,0.6,Estándar
14,36513,36,6621,1.0,Bajo Perfil
43,88285,4,20929,0.43,Bajo Perfil
39,89966,73,16345,0.58,Estándar
54,91636,32,17469,0.46,Bajo Perfil
27,57733,6,16058,1.0,Estándar
35,88778,79,17866,0.66,Estándar
34,70508,8,21176,0.94,Estándar
49,93296,45,19518,0.8,Premium
26,48280,89,12102,0.58,Estándar
55,97352,60,17554,0.78,Premium
31,75364,34,14987,0.4,Bajo Perfil
34,64375,82,9806,0.73,Estándar
40,95310,27,22874,0.78,Premium
27,67564,68,16548,0.55,Estándar
44,85520,24,24284,0.45,Bajo Perfil
43,88693,68,20065,0.79,Premium
32,75253,47,16344,0.55,Estándar
43,100764,27,19348,0.64,Estándar
43,84992,42,20559,0.84,Estándar
46,84085,3,21381,0.76,Estándar
53,94146,61,25559,0.71,Estándar
45,86514,19,21604,0.89,Premium
45,70543,100,14380,0.84,Estándar
26,50208,56,14163,0.46,Bajo Perfil
21,54823,19,14483,0.9,Estándar
33,69336,38,16974,0.37,Bajo Perfil
43,78568,73,17639,0.57,Estándar
44,86079,69,20119,0.74,Estándar
9,44613,25,11494,0.65,Bajo Perfil
41,91632,38,19180,0.49,Bajo Perfil
53,127214,90,25959,0.17,Bajo Perfil
67,118323,20,31662,0.56,Estándar
57,104126,50,24876,0.69,Estándar
33,68102,27,16731,0.55,Estándar
33,61571,8,15981,0.4,Bajo Perfil
45,77582,1,21155,0.7,Estándar
49,96756,84,19891,0.59,Estándar
53,90224,9,26015,0.65,Estándar
47,90265,44,22049,0.65,Estándar
25,55459,54,11603,0.71,Estándar
23,49346,64,12943,0.9,Estándar
57,107082,8,27561,0.79,Premium
38,74929,74,18221,0.59,Estándar
28,67879,19,17010,0.47,Bajo Perfil
26,58347,52,15126,0.47,Bajo Perfil
33,75908,40,17369,0.63,Estándar
59,106053,9,25008,0.59,Estándar
37,67391,75,14973,0.48,Bajo Perfil
48,96936,66,20711,1.0,Premium
44,84766,58,18542,0.31,Bajo Perfil
39,76491,8,19132,0.41,Bajo Perfil
16,39446,40,12402,0.52,Bajo Perfil
50,94959,46,19300,0.75,Estándar
31,63850,55,16956,0.66,Estándar
20,47024,54,12635,0.72,Estándar
17,42436,75,9208,0.57,Bajo Perfil
47,99037,12,26237,0.59,Estándar
49,95806,13,21875,0.85,Premium
12,33279,58,7519,0.4,Bajo Perfil
33,63055,11,17946,0.63,Estándar
44,87535,23,22094,0.84,Premium
41,74053,52,20158,0.72,Estándar
33,84052,60,20302,0.54,Estándar
38,61583,91,16319,0.64,Estándar
51,98768,95,24823,0.66,Estándar
45,90866,86,18203,0.62,Estándar
47,84084,63,19245,0.62,Estándar
34,64324,25,17761,0.65,Estándar
24,41596,62,11824,0.56,Bajo Perfil
42,107074,93,21240,0.78,Premium
49,85260,35,18465,0.83,Premium
31,61593,36,13742,0.65,Estándar
42,89043,60,19405,0.73,Estándar
39,84551,87,19061,1.0,Estándar
20,37615,94,6657,0.49,Bajo Perfil
38,65032,46,18276,0.79,Estándar
42,78864,3,18819,0.67,Estándar
34,66446,85,16207,0.7,Estándar
53,98833,35,23817,0.46,Bajo Perfil
25,57896,77,13210,0.91,Estándar
65,114477,28,25781,0.89,Premium
39,96138,22,25036,0.81,Premium
37,73674,33,14811,0.73,Estándar
50,107559,7,27391,0.42,Bajo Perfil
22,45543,92,6409,0.73,Estándar
67,115624,76,26189,0.59,Estándar
31,66386,33,16803,0.67,Estándar
50,92070,53,19352,0.84,Premium
40,90752,30,22045,0.77,Premium
27,64571,2,18039,0.8,Estándar
52,102637,4,26723,0.79,Premium
46,71226,55,19546,0.6,Estándar
76,133841,27,30270,0.62,Estándar
44,81540,47,18876,0.72,Estándar
32,61480,76,10997,0.79,Estándar
17,37287,45,8723,0.85,Bajo Perfil
31,56101,70,13416,0.72,Estándar
43,94366,34,23971,0.66,Estándar
35,67209,36,17629,0.71,Estándar
49,98482,5,26978,1.0,Premium
44,74380,2,16592,0.76,Estándar
25,34185,50,9403,0.45,Bajo Perfil
35,73995,24,19114,0.88,Estándar
29,46991,32,12104,0.88,Estándar
44,85371,85,16741,0.74,Estándar
45,76698,81,15484,0.76,Estándar
32,61986,34,19689,0.89,Estándar
20,63182,5,20387,0.81,Estándar
73,134462,35,28752,0.93,Premium
43,77805,56,19979,0.77,Estándar
43,89222,72,18152,0.9,Premium
17,46227,21,11898,0.66,Estándar
48,93556,39,23829,0.5,Estándar
52,90526,58,22443,0.88,Premium
44,75989,90,16114,0.4,Bajo Perfil
41,82844,49,17128,0.74,Estándar
41,73749,75,15604,0.71,Estándar
29,57895,74,13214,0.85,Estándar
31,59922,49,12974,0.73,Estándar
37,81273,76,18947,0.82,Estándar
53,95118,22,25592,0.47,Bajo Perfil
43,77225,30,20256,0.76,Estándar
31,79443,35,16511,0.99,Estándar
32,71650,66,14491,0.5,Bajo Perfil
14,40083,31,12048,0.54,Bajo Perfil
45,105320,4,23841,0.7,Estándar
37,82333,44,18743,0.75,Estándar
42,86487,70,21142,0.8,Premium
76,138193,53,31676,0.57,Estándar
34,67392,57,14779,0.83,Estándar
42,86247,36,20137,0.95,Premium
32,65511,36,16248,0.68,Estándar
37,75901,54,18038,0.7,Estándar
28,61560,26,16997,0.59,Estándar
26,54109,96,10007,0.85,Estándar
18,42253,4,17561,0.76,Bajo Perfil
27,58486,22,15529,0.79,Estándar
42,90118,34,24635,0.71,Estándar
36,93517,1,22200,0.77,Premium
37,73973,100,13332,0.72,Estándar
34,69273,87,12877,0.78,Estándar
41,82757,57,18482,0.47,Bajo Perfil
41,73635,51,18562,0.78,Estándar
40,75009,16,18964,0.56,Estándar
36,63967,36,13802,0.61,Estándar
48,89321,47,19051,0.74,Estándar
15,44967,91,12360,0.74,Bajo Perfil
30,73641,39,15503,0.86,Estándar
30,65196,5,16492,0.61,Estándar
47,86100,25,22463,0.73,Estándar
33,74534,45,17632,0.79,Estándar
28,50803,61,13048,0.75,Estándar
42,81792,5,22144,0.69,Estándar
49,97565,37,21453,0.79,Premium
48,93497,51,16474,0.73,Estándar
51,86942,88,17895,0.47,Bajo Perfil
41,80664,45,18574,0.8,Estándar
43,49507,98,11317,0.51,Estándar
36,75468,42,19244,0.85,Estándar
36,62560,35,16358,0.6,Estándar
28,51117,56,10488,0.5,Bajo Perfil
48,92655,86,16477,0.83,Premium
18,53821,16,14127,0.65,Estándar
24,45125,75,7114,0.79,Estándar
62,103647,9,28547,0.75,Estándar
38,79133,32,21699,0.61,Estándar
41,80177,14,17950,0.98,Estándar
25,55427,92,9101,0.76,Estándar
45,94324,40,22127,0.68,Estándar
56,96576,25,21573,0.79,Premium
57,101003,24,24707,0.58,Estándar
21,45035,29,11973,0.77,Estándar
54,94861,5,28103,0.48,Bajo Perfil
40,71484,1,19608,0.65,Estándar
9,38152,75,4505,0.64,Bajo Perfil
21,50271,13,13161,0.67,Estándar
17,42404,3,16113,0.78,Bajo Perfil
47,96572,8,24332,0.73,Estándar
37,84842,71,18685,0.46,Bajo Perfil
32,72938,79,11984,0.68,Estándar
38,74918,96,14956,0.56,Estándar
61,120331,33,27711,0.47,Bajo Perfil
36,64130,22,15091,0.94,Estándar
43,89508,13,21015,0.85,Premium
47,86989,30,22469,0.7,Estándar
25,41686,20,11981,0.81,Bajo Perfil
46,85095,41,19101,0.7,Estándar
51,102642,84,20854,0.8,Premium
52,99118,59,23586,0.94,Premium
38,81824,74,18423,0.7,Estándar
51,87163,33,20022,0.7,Estándar
45,87867,15,21905,0.54,Estándar
40,82837,13,17999,0.71,Estándar
50,96391,27,26586,0.83,Premium
60,99011,6,24739,0.81,Premium
51,86079,87,14728,0.58,Estándar
39,86658,95,12476,0.52,Estándar
34,72670,74,18550,0.61,Estándar
46,88626,82,18260,0.58,Estándar
41,85273,7,20690,0.74,Estándar
53,92649,52,16147,0.74,Estándar
28,51277,29,15300,0.77,Estándar
52,96569,66,19003,0.75,Premium
23,62680,44,15492,0.56,Estándar
37,78180,89,15078,0.76,Estándar
46,78705,74,16387,0.72,Estándar
38,69640,21,17466,0.52,Estándar
45,93651,57,21360,0.68,Estándar
56,104410,22,25349,0.42,Bajo Perfil
33,65204,32,13452,0.65,Estándar
23,73828,13,18039,0.83,Estándar
26,61314,14,15978,0.62,Estándar
38,66497,42,14382,0.46,Bajo Perfil
54,105357,12,21219,0.56,Estándar
36,73495,99,14978,0.86,Estándar
65,133431,55,32627,0.54,Estándar
24,54077,9,14532,0.64,Estándar
19,42856,16,11672,0.58,Bajo Perfil
42,93102,94,18277,0.67,Estándar
33,78512,37,18988,0.66,Estándar
30,70154,72,14262,0.74,Estándar
40,97069,29,20040,0.68,Estándar
25,71363,64,18943,0.52,Estándar
46,84399,47,18328,0.73,Estándar
42,85931,16,19768,0.9,Premium
35,69462,76,15704,0.61,Estándar
42,75782,77,16417,0.67,Estándar
62,113328,39,25756,0.48,Bajo Perfil
37,80096,94,16570,0.92,Estándar
34,78991,53,15257,0.84,Estándar
48,88965,65,18951,0.72,Estándar
32,63127,65,9882,0.63,Estándar
45,86239,80,17530,0.69,Estándar
49,84576,12,24683,0.74,Estándar
56,106441,25,26377,0.93,Premium
36,73926,14,18817,0.71,Estándar
24,48508,6,13113,0.48,Bajo Perfil
36,79130,77,16549,0.78,Estándar
42,77933,66,20373,0.56,Estándar
32,69823,12,16650,0.64,Estándar
41,79073,37,19214,0.56,Estándar
60,117846,63,25384,0.81,Premium
33,75318,78,16242,1.0,Estándar
30,61941,17,18043,0.83,Estándar
51,87056,32,22319,0.74,Estándar
25,56299,16,16134,0.63,Estándar
40,72067,22,17572,0.76,Estándar
33,60486,7,16405,0.55,Estándar
20,53413,40,15093,0.6,Estándar
38,81824,25,22999,0.74,Estándar
32,68937,8,20804,0.76,Estándar
46,85927,27,16258,0.86,Premium
42,74860,32,20205,0.36,Bajo Perfil
42,81408,55,18807,0.61,Estándar
28,58678,39,15758,0.59,Estándar
33,74040,27,20131,0.63,Estándar
43,100295,52,23826,0.66,Estándar
29,59328,60,13578,0.7,Estándar
39,84500,70,19616,0.47,Bajo Perfil
44,81835,10,21821,0.88,Estándar
48,85212,52,16549,0.53,Estándar
33,76563,14,16969,0.9,Estándar
35,79158,60,16050,0.58,Estándar
42,70477,35,15652,0.99,Estándar
31,69713,31,16624,0.63,Estándar
23,56843,27,14096,0.63,Estándar
44,89366,50,22089,0.63,Estándar
36,74217,74,18377,0.87,Estándar
46,80362,87,17006,0.75,Estándar
33,69065,32,13750,0.71,Estándar
41,66692,28,16187,0.76,Estándar
18,46698,55,12698,0.92,Estándar
47,89552,98,15664,0.72,Estándar
33,60811,68,11911,1.0,Estándar
38,72800,9,22297,0.74,Estándar
38,65018,72,15189,0.95,Estándar
35,82896,48,19260,0.65,Estándar
40,91480,53,24731,0.91,Premium
40,83973,39,20175,0.46,Bajo Perfil
42,93763,29,22250,0.73,Estándar
24,56037,64,12729,0.64,Estándar
49,100294,84,19639,0.51,Estándar
38,69758,64,11796,0.68,Estándar
44,91905,47,19722,0.66,Estándar
38,74460,7,17963,0.56,Estándar
27,59066,69,12831,0.57,Estándar
70,127629,22,32077,0.82,Premium
41,81995,72,16623,0.6,Estándar
21,46619,89,10922,0.64,Estándar
38,76767,58,17146,0.85,Estándar
35,87780,93,18863,0.65,Estándar
38,82644,44,22618,0.9,Estándar
20,46702,1,12982,0.72,Estándar
40,77813,12,23864,0.84,Estándar
29,73804,98,15548,0.59,Estándar
57,88097,64,20564,0.8,Premium
38,69825,65,15886,1.0,Estándar
48,91745,97,18373,0.6,Estándar
50,87110,36,21567,0.8,Premium
45,99631,4,24841,0.71,Estándar
41,90694,84,20978,0.61,Estándar
53,113522,47,25993,0.59,Estándar
32,67728,49,14229,0.74,Estándar
48,114326,77,24576,0.57,Estándar
35,72897,81,14540,0.59,Estándar
41,83239,11,20330,0.51,Estándar
25,56774,30,13300,0.94,Estándar
24,60838,3,18817,0.56,Estándar
39,90519,69,21586,0.7,Estándar
52,82675,100,13949,0.72,Estándar
37,66260,73,13336,0.54,Estándar
60,115701,30,24191,0.77,Premium
44,79314,68,14554,0.77,Estándar
37,69826,73,16962,0.67,Estándar
57,113668,10,27332,0.47,Bajo Perfil
55,101175,96,19630,0.78,Premium
23,45778,40,10787,0.7,Estándar
39,76711,71,19445,0.7,Estándar
46,96057,57,21076,0.82,Premium
48,96660,3,24061,0.69,Estándar
47,100786,81,19894,0.86,Premium
38,85239,46,20427,0.96,Premium
